Keyword,Extracted Sentence
alienation,"We will also do our part to address the sources ofdespair and alienation through the Agency for International Development in Africa, in Asia, in Latin America, in Eastern Europe, in Haiti and elsewhere."
markets,"Global economic turmoil threatens to undermine confidence in free markets.
"
markets,U.S. promises to do more to minimize the turmoil and extend the benefits of global markets to all citizens.
societies,Terrorism is a clear and present danger to tolerant and open societies and innocent people everywhere.
principal fault,Terrorism’s principal fault line is on what they see as an inevitable clash of civilizations.
active,"The United Nations is actively mediating crises before they explode into war, all around the world."
active,"U.S. is blessed to be a wealthy nation, with a powerful military and a worldwide presence active in promoting peace and security."
bestrengthened,"The fight will not be easy, but every nation will bestrengthened in joining it."
enemies respond,"In the Middle East whenever we get close to another step towards peace, its enemies respond with terror."
growing,Islam is one of our fastest growing faiths.
islamic centres,"There are over 1,200 mosques and Islamic centres in the United States.
"
innocent,Terrorism is a clear and present danger to tolerant and open societies and innocent people everywhere.
innocent,"Each time an innocent man or woman or child is killed, it makes the future more hazardous for the rest of us."
false,"False prophets may use and abuse any religion to justify whatever political objectives they have.
"
moon,U.N. Secretary-General Ban Ki-moon: U.S. citizens have been targeted by terrorists over the last 15 years.
symbol,"But many people see us as a symbol of a system and values they reject.
"
disenfranchised young,"Poverty, inequality and masses of disenfranchised young people are fertile fields for the terrorists.
"
disenfranchised young,"Poverty, inequality and disenfranchised young people are fertile fields for theiren call of terrorists and their claims of advancing social justice."
